video_id,category_id,category_title,publishedAt,trending_date,view_count,likes,dislikes,comment_count,comments_disabled,ratings_disabled,trending_days,view_increase,like_increase,comment_increase,diff_days,engagement
oGAxLmEmz_w,25,News & Politics,2020-09-07,2020-09-07,251029,2958,124,3562,False,False,5 days,158794,1290,1285,0 days,418918
Am0j6arF6Gc,25,News & Politics,2020-09-07,2020-09-07,207684,1757,72,285,False,False,5 days,210052,1136,291,0 days,421205
hHTGdglw4UI,25,News & Politics,2020-09-05,2020-09-07,174801,1615,531,2144,False,False,5 days,76565,617,639,2 days,256381
x4c9mZOQY1I,25,News & Politics,2020-09-08,2020-09-08,154310,2879,574,2852,False,False,6 days,385162,2056,4118,0 days,551377
rTyknC1-usw,25,News & Politics,2020-09-07,2020-09-08,191114,1852,98,2541,False,False,5 days,86880,558,526,1 days,283471
9cjwT4nlwrQ,25,News & Politics,2020-09-07,2020-09-08,127689,1085,82,1287,False,False,5 days,94659,558,544,1 days,225822
roLRvN4W2XI,25,News & Politics,2020-09-10,2020-09-10,533001,4572,240,2273,False,False,5 days,1042297,6811,4091,0 days,1593045
eT4yrRu9A2c,25,News & Politics,2020-09-09,2020-09-10,90504,702,60,0,True,False,4 days,40705,280,0,1 days,132191
wvCNvf4HbhM,25,News & Politics,2020-09-08,2020-09-10,1035757,48978,877,6911,False,False,4 days,1191654,47855,5364,2 days,2336519
ggP9eCtK9CQ,25,News & Politics,2020-09-09,2020-09-11,212502,1401,91,867,False,False,2 days,7355,19,25,2 days,222169
8gDoW3X3MG4,25,News & Politics,2020-09-11,2020-09-12,411896,7265,387,1074,False,False,2 days,34486,293,103,1 days,455117
xkDDRev1Ui8,25,News & Politics,2020-09-12,2020-09-13,244754,3134,263,2317,False,False,2 days,111075,974,754,1 days,363008
JsXDBoOlVQA,25,News & Politics,2020-09-11,2020-09-13,685728,13706,253,4441,False,False,3 days,401699,8451,1938,2 days,1115963
mC_TP2Syk7s,25,News & Politics,2020-09-13,2020-09-14,140650,1491,120,845,False,False,5 days,124774,910,989,1 days,269659
0ma9coDCdkU,25,News & Politics,2020-09-10,2020-09-14,552769,2242,292,1046,False,False,1 days,12470,39,19,4 days,568585
5ngNuuPpmj8,25,News & Politics,2020-09-14,2020-09-15,297393,0,0,0,True,True,5 days,1001734,0,0,1 days,1299127
AiMmaZryf8Y,25,News & Politics,2020-09-15,2020-09-16,738938,5005,283,630,False,False,4 days,192022,860,147,1 days,937602
OlxjCN18ch8,25,News & Politics,2020-09-14,2020-09-16,217882,1994,87,1670,False,False,2 days,2112,22,16,2 days,223696
oXOlvWw8uXs,25,News & Politics,2020-09-16,2020-09-17,218853,2218,4994,2803,False,False,5 days,705585,7205,6270,1 days,942934
pTI2MF86Gh8,25,News & Politics,2020-09-17,2020-09-19,182887,968,95,0,True,False,2 days,31706,130,0,2 days,215691
VRlEFT-44Ik,25,News & Politics,2020-09-19,2020-09-20,531078,18979,2492,7130,False,False,4 days,220084,5086,1065,1 days,783422
EGzo-sAnevk,25,News & Politics,2020-09-19,2020-09-20,1265128,23937,1560,9723,False,False,4 days,127695,1805,754,1 days,1429042
SZMmU4UjxGY,25,News & Politics,2020-09-19,2020-09-20,237407,3113,676,2547,False,False,3 days,54827,524,447,1 days,298865
8TTQQveTtTM,25,News & Politics,2020-09-24,2020-09-24,662537,5456,7847,12408,False,False,5 days,263668,1945,4024,0 days,950038
RWqQXIbyWog,25,News & Politics,2020-09-24,2020-09-24,1135958,9541,6554,899,False,False,4 days,70375,426,1570,0 days,1218769
HaQ1qE3oS48,25,News & Politics,2020-09-24,2020-09-24,584400,8550,5320,14641,False,False,4 days,37050,466,1098,0 days,646205
I7ejsZWq9WM,25,News & Politics,2020-09-24,2020-09-25,701044,4950,4094,11645,False,False,3 days,2083,14,141,1 days,719877
CVRgJb8ob0c,25,News & Politics,2020-09-26,2020-09-28,238142,3316,703,1534,False,False,4 days,19777,178,62,2 days,263009
obb5TBaJFvs,25,News & Politics,2020-09-25,2020-09-28,261172,6333,97,2175,False,False,3 days,105118,1523,366,3 days,376687
wW1lY5jFNcQ,25,News & Politics,2020-09-30,2020-09-30,8217990,115355,7176,57448,False,False,7 days,5412813,43124,54336,0 days,13901066
j8k8hj5VyM0,25,News & Politics,2020-09-30,2020-09-30,743294,9624,656,6502,False,False,4 days,1001461,10008,5060,0 days,1775949
Mc8tR2NW8QE,25,News & Politics,2020-09-30,2020-10-01,470681,6550,479,2249,False,False,4 days,387519,4215,1285,1 days,872499
HUOLjp67o6E,25,News & Politics,2020-09-29,2020-10-01,223174,626,1743,978,False,False,3 days,1992,9,6,2 days,226785
j5xCVovC80E,25,News & Politics,2020-10-03,2020-10-04,903921,13248,1431,11728,False,False,4 days,381912,2195,2293,1 days,1315297
s4AMNDFnqtA,25,News & Politics,2020-10-02,2020-10-04,1154236,8645,1384,4575,False,False,5 days,78424,206,368,2 days,1246454
GuOaqMsklcQ,25,News & Politics,2020-10-02,2020-10-04,616878,6274,1017,10111,False,False,1 days,10773,65,35,2 days,644136
Y9YXOOolvP0,25,News & Politics,2020-10-04,2020-10-05,534996,6727,2314,7176,False,False,5 days,61608,522,649,1 days,611678
Ryxa5hvVqyM,25,News & Politics,2020-10-05,2020-10-05,283758,1470,4477,4236,False,False,4 days,34321,105,278,0 days,324168
lCPPsY0Ssp0,25,News & Politics,2020-10-05,2020-10-05,294257,3612,127,2136,False,False,5 days,77343,524,309,0 days,378181
fKObCyjTNeU,25,News & Politics,2020-10-04,2020-10-05,445471,5743,791,3613,False,False,4 days,36698,236,147,1 days,491908
mYzlmNatF9M,25,News & Politics,2020-10-05,2020-10-05,438230,3695,1193,4076,False,False,3 days,13450,38,177,0 days,459666
njbQ6EkvXzU,25,News & Politics,2020-10-06,2020-10-06,391356,3965,1861,5275,False,False,5 days,12621,46,378,0 days,413641
veB_TxzMm5E,25,News & Politics,2020-10-05,2020-10-06,596064,0,0,0,True,True,4 days,45548,0,0,1 days,641612
8e0_cAOmjyY,25,News & Politics,2020-10-06,2020-10-07,233960,2572,121,938,False,False,4 days,47988,201,60,1 days,285719
t_G0ia3JOVs,25,News & Politics,2020-10-08,2020-10-08,3143739,42368,3226,32275,False,False,7 days,2451085,16146,28620,0 days,5714233
Dn7qWtZG7_4,25,News & Politics,2020-10-08,2020-10-08,467093,3792,385,6115,False,False,5 days,180066,1164,1568,0 days,659798
OSOV1csyWsM,25,News & Politics,2020-10-08,2020-10-09,607025,13060,2854,12407,False,False,3 days,24080,618,543,1 days,657733
ulZxgHRkCQk,25,News & Politics,2020-10-08,2020-10-10,504928,6069,1817,8651,False,False,3 days,4202,24,47,2 days,523921
YnziXOjP54M,25,News & Politics,2020-10-08,2020-10-11,373108,2964,2431,4708,False,False,2 days,2663,25,22,3 days,383490
4LizCoFRWQM,25,News & Politics,2020-10-10,2020-10-12,1167618,7191,8925,0,True,False,4 days,86594,408,0,2 days,1261811
m_NXdV0ZJ0Q,25,News & Politics,2020-10-12,2020-10-13,616414,11855,2907,0,True,False,4 days,338103,3824,0,1 days,970196
boezS4C_MFc,25,News & Politics,2020-10-12,2020-10-13,1208933,82564,857,6388,False,False,5 days,511886,15518,880,1 days,1826169
m0eKn7wsCaQ,25,News & Politics,2020-10-14,2020-10-14,1466067,26283,2871,777,False,False,4 days,66891,440,320,0 days,1560778
9ZZzfrapNvo,25,News & Politics,2020-10-16,2020-10-16,2961155,47908,13483,0,True,False,7 days,2975286,20089,0,0 days,6004438
rjwWG6kJ6io,25,News & Politics,2020-10-16,2020-10-16,1763649,25960,8716,33214,False,False,7 days,2203747,19299,25204,0 days,4071073
LQsEny8zOmw,25,News & Politics,2020-10-14,2020-10-16,1278755,22402,1875,739,False,False,2 days,16396,161,60,2 days,1318513
BhC-QTs-kns,25,News & Politics,2020-10-15,2020-10-17,990042,15081,1323,1263,False,False,2 days,8509,85,33,2 days,1015013
rp3tAa6lAps,25,News & Politics,2020-10-14,2020-10-19,303026,1373,63,0,True,False,3 days,40774,54,0,5 days,345227
QBRlWmiUlnU,25,News & Politics,2020-10-20,2020-10-20,94462,945,36,294,False,False,4 days,110824,890,456,0 days,207871
bPiofmZGb8o,25,News & Politics,2020-10-23,2020-10-23,7216730,103020,5922,70173,False,False,8 days,6745220,47103,54627,0 days,14236873
-ZDZtBRTyeI,25,News & Politics,2020-10-22,2020-10-23,999426,38213,1415,5078,False,False,4 days,727206,18373,2886,1 days,1791182
oaa_84jWeaw,25,News & Politics,2020-10-22,2020-10-24,701212,9028,1499,9513,False,False,5 days,1495187,14722,14069,2 days,2243731
YZMTz2aWGoc,25,News & Politics,2020-10-25,2020-10-25,219148,2430,61,677,False,False,6 days,679196,3907,867,0 days,906225
ghg-ND6cPmQ,25,News & Politics,2020-10-26,2020-10-26,1225730,19141,4721,18222,False,False,6 days,2358600,25854,17044,0 days,3664591
FdAh2HJ98WE,25,News & Politics,2020-10-26,2020-10-27,1793030,27138,12020,23081,False,False,7 days,4080673,46280,36309,1 days,6006511
Qi8yZdOmESE,25,News & Politics,2020-10-27,2020-10-27,1964445,96856,2979,13002,False,False,4 days,404078,7197,2153,0 days,2487731
kSAo_1mJg0g,25,News & Politics,2020-10-26,2020-10-27,1431048,27747,11473,18015,False,False,6 days,2679244,36787,24706,1 days,4217547
RaE6OJL8aow,25,News & Politics,2020-10-27,2020-10-27,1007698,12252,4989,0,True,False,4 days,9906,55,0,0 days,1029911
Ws4jfJmAxAs,25,News & Politics,2020-10-26,2020-10-29,1094848,32923,294,9368,False,False,3 days,287714,11554,3142,3 days,1439549
Sgrjiqh6rlk,25,News & Politics,2020-10-30,2020-10-31,647898,4029,185,1636,False,False,6 days,160491,667,319,1 days,815040
us3dp-hI6BU,25,News & Politics,2020-10-31,2020-11-01,426942,9292,185,2879,False,False,4 days,115534,1533,353,1 days,556533
R0Ug47zFoAo,25,News & Politics,2020-10-31,2020-11-02,708613,6896,945,3769,False,False,7 days,152642,871,410,2 days,873201
hnh-ncpoGBk,25,News & Politics,2020-10-30,2020-11-02,750350,3305,233,673,False,False,5 days,67529,223,66,3 days,822146
mW-FceZgH8k,25,News & Politics,2020-11-02,2020-11-03,163521,2417,218,1716,False,False,10 days,828492,6129,3783,1 days,1006058
rSRk4U214l0,25,News & Politics,2020-11-04,2020-11-04,1000418,7434,618,2476,False,False,0 days,0,0,0,0 days,1010328
EBwp3oUN-qM,25,News & Politics,2020-11-02,2020-11-04,301191,696,75,231,False,False,8 days,54532,147,71,2 days,356868
Kx5pf0QG0CA,25,News & Politics,2020-11-03,2020-11-04,342444,4792,170,1585,False,False,6 days,9962,56,57,1 days,358896
MmrGeWxd87Y,25,News & Politics,2020-10-27,2020-11-05,33067375,116909,25007,0,False,False,8 days,13179427,26288,583,9 days,46390582
hNHKczIYqgA,25,News & Politics,2020-10-28,2020-11-05,27255331,93876,10851,0,False,False,9 days,7617552,22752,77,8 days,34989588
8j9OzVmzExQ,25,News & Politics,2020-11-04,2020-11-05,560823,2811,1853,3447,False,False,0 days,0,0,0,1 days,567081
I8vYd8wKkvo,25,News & Politics,2020-11-04,2020-11-05,467799,3190,576,2428,False,False,0 days,0,0,0,1 days,473417
wL-WEQpnzqQ,25,News & Politics,2020-11-04,2020-11-05,1431367,12662,1269,0,True,False,5 days,5437,15,0,1 days,1449481
y5vTfsVKSqQ,25,News & Politics,2020-11-05,2020-11-06,1193274,9691,1762,4247,False,False,0 days,0,0,0,1 days,1207212
ehQal7cSIpE,25,News & Politics,2020-11-05,2020-11-07,5201296,26048,4260,0,False,False,7 days,252619,745,0,2 days,5480708
KIT9MD8ynQU,25,News & Politics,2020-11-06,2020-11-07,903432,8711,2128,2054,False,False,0 days,0,0,0,1 days,914197
BInk1AoBHrY,25,News & Politics,2020-11-08,2020-11-08,19983734,202923,18225,3718,False,False,0 days,0,0,0,0 days,20190375
xH9Cq3d67fc,25,News & Politics,2020-11-08,2020-11-08,9428178,75231,13538,1967,False,False,0 days,0,0,0,0 days,9505376
moOxq_8l_34,25,News & Politics,2020-11-08,2020-11-08,2647578,24172,5344,17599,False,False,15 days,5160587,36514,16858,0 days,7903308
MXnePLTILY4,25,News & Politics,2020-11-08,2020-11-08,733082,16106,1737,2912,False,False,7 days,696699,9741,3484,0 days,1462024
4sC-k-92JBE,25,News & Politics,2020-11-07,2020-11-08,1107790,10181,3841,4368,False,False,7 days,471456,2751,1457,1 days,1598003
H3lpFE19T78,25,News & Politics,2020-11-07,2020-11-08,541552,9375,3815,2249,False,False,6 days,383453,3523,1200,1 days,941352
LIU-tAquSnI,25,News & Politics,2020-11-07,2020-11-08,805773,15100,5247,12793,False,False,7 days,159626,1360,1097,1 days,995749
CrsOl5EW740,25,News & Politics,2020-11-07,2020-11-08,227102,2111,930,2275,False,False,7 days,359517,2610,1504,1 days,595119
8hsGL3EpO40,25,News & Politics,2020-11-07,2020-11-08,666430,7304,3075,2393,False,False,7 days,173568,916,884,1 days,851495
tCn4cbon6jY,25,News & Politics,2020-11-07,2020-11-08,854937,31616,2870,7687,False,False,6 days,67034,656,350,1 days,962280
452iQ8ttIcc,25,News & Politics,2020-11-08,2020-11-09,3614163,55754,5853,11109,False,False,12 days,232953,1590,1462,1 days,3917031
Fe6o6zV8Ukg,25,News & Politics,2020-11-09,2020-11-09,78980,846,64,184,False,False,7 days,849474,4317,1036,0 days,934837
ppvbzZ9VICU,25,News & Politics,2020-11-06,2020-11-09,77369,559,144,764,False,False,4 days,107,1,60,3 days,78860
uobXYTe0YP4,25,News & Politics,2020-11-09,2020-11-10,1546910,19523,3896,18281,False,False,6 days,102633,739,1082,1 days,1689168
Q_TvbTdH32A,25,News & Politics,2020-11-12,2020-11-12,510359,4635,313,1493,False,False,7 days,1840371,10207,4412,0 days,2371477
ehA6bCn6k_0,25,News & Politics,2020-11-10,2020-11-12,247241,3007,512,0,True,False,4 days,125020,865,0,2 days,376133
c_OrdkJQJX0,25,News & Politics,2020-11-14,2020-11-15,1041715,12700,3015,5392,False,False,3 days,265321,5278,702,1 days,1331108
Nb9yUb8m_rQ,25,News & Politics,2020-11-11,2020-11-15,86147,0,0,0,True,True,2 days,1048,0,0,4 days,87195
J6Yy9eFTPak,25,News & Politics,2020-11-15,2020-11-16,1448677,29206,7011,8863,False,False,5 days,1416622,9094,3149,1 days,2915611
ETqdCtTIP2Y,25,News & Politics,2020-11-15,2020-11-16,492374,6562,291,784,False,False,5 days,403323,5592,587,1 days,909222
mAFv55o47ok,25,News & Politics,2020-11-16,2020-11-16,1045086,31395,2482,8229,False,False,5 days,3483022,62310,17864,0 days,4647906
DJiUZYy9Bf4,25,News & Politics,2020-11-16,2020-11-17,362157,743,69,364,False,False,4 days,189892,514,230,1 days,553900
usroFiVvMdc,25,News & Politics,2020-11-16,2020-11-17,285031,1936,179,0,False,False,4 days,94752,445,0,1 days,382164
6FrQfONE5zk,25,News & Politics,2020-11-22,2020-11-23,1713137,27279,1011,5559,False,False,6 days,1110615,13705,1733,1 days,2872028
tDhTgZEPhvg,25,News & Politics,2020-11-24,2020-11-24,1421410,11998,5988,11553,False,False,5 days,108300,636,766,0 days,1554663
3F0eyrZhuHs,25,News & Politics,2020-11-21,2020-11-24,1863095,18872,9662,33295,False,False,3 days,11153,174,247,3 days,1926836
3pF_brVoF28,25,News & Politics,2020-11-24,2020-11-25,95528,7630,338,2368,False,False,5 days,102573,1347,1060,1 days,210506
_orpeenBXVk,25,News & Politics,2020-11-25,2020-11-25,1054868,9167,1942,4862,False,False,6 days,475422,3388,2206,0 days,1549913
8BaYf8yGHgI,25,News & Politics,2020-11-25,2020-11-26,596130,7399,182,808,False,False,5 days,763349,5935,605,1 days,1374226
MtqJ37ap7aA,25,News & Politics,2020-11-26,2020-11-26,554925,10657,337,1222,False,False,5 days,793760,8304,876,0 days,1369744
YTAKcH-eHHs,25,News & Politics,2020-11-24,2020-11-26,1718233,13384,1335,3868,False,False,3 days,10682,43,53,2 days,1746263
hRXBNfTXTkQ,25,News & Politics,2020-11-24,2020-11-26,639875,9158,338,2907,False,False,3 days,8486,66,40,2 days,660532
6KZwKwLRo2c,25,News & Politics,2020-11-26,2020-11-28,960363,14247,503,1003,False,False,3 days,433024,4430,250,2 days,1413317
AClZ1-byZdo,25,News & Politics,2020-11-30,2020-12-01,395462,12093,1074,3258,False,False,0 days,0,0,0,1 days,410813
n_8hxS_7Vis,17,Sports,2020-08-11,2020-08-12,540613,7155,308,1647,False,False,4 days,51956,301,47,1 days,601719
gi3VMMiFHVg,17,Sports,2020-08-12,2020-08-12,756814,8278,331,2441,False,False,3 days,483817,2746,718,0 days,1254814
Aur7UgTGlL0,17,Sports,2020-08-12,2020-08-12,937569,10160,405,3119,False,False,4 days,246531,1270,319,0 days,1198968
YHX4lUSGUBI,17,Sports,2020-08-10,2020-08-12,791489,13242,325,2728,False,False,4 days,316231,3131,430,2 days,1127251
PHYtv0v2DeA,17,Sports,2020-08-11,2020-08-12,2103682,22243,907,3946,False,False,3 days,288253,1237,181,1 days,2419542
jp47GeO6k6Q,17,Sports,2020-08-09,2020-08-12,1202553,55079,1387,6162,False,False,4 days,428585,10418,1231,3 days,1704028
iR7UweUPeNw,17,Sports,2020-08-11,2020-08-12,364377,4385,165,900,False,False,3 days,82215,511,90,1 days,452478
koHs2-xKdEk,17,Sports,2020-08-08,2020-08-12,1511079,96619,1823,5975,False,False,3 days,147938,5118,261,4 days,1766990
YFn3NtG4bJ8,17,Sports,2020-08-10,2020-08-12,253484,1545,118,237,False,False,3 days,23062,144,24,2 days,278496
vysBEblWBoQ,17,Sports,2020-08-09,2020-08-12,471459,5317,239,727,False,False,3 days,121974,281,46,3 days,599804
oXTcmpnjdBk,17,Sports,2020-08-10,2020-08-12,207978,1182,59,182,False,False,3 days,31573,147,26,2 days,241088
0a5YhsnITFE,17,Sports,2020-08-10,2020-08-12,155846,9699,158,1905,False,False,3 days,13614,403,71,2 days,181538
kzST_Q2Xbks,17,Sports,2020-08-08,2020-08-12,724011,9027,469,2131,False,False,2 days,77086,571,113,4 days,812939
TUlFDVUTsKg,17,Sports,2020-08-07,2020-08-12,544184,3344,297,729,False,False,2 days,13436,41,5,5 days,561739
qq7MSjXHRTU,17,Sports,2020-08-08,2020-08-12,748099,7017,287,1652,False,False,2 days,27362,222,17,4 days,784369
RsmttAEp9f4,17,Sports,2020-08-08,2020-08-12,712813,6865,172,1719,False,False,1 days,13012,108,8,4 days,734525
hT3pPAdnlfA,17,Sports,2020-08-09,2020-08-12,1296538,9285,672,3279,False,False,1 days,15872,54,8,3 days,1325036
kcynVTnaHw0,17,Sports,2020-08-07,2020-08-12,764778,6771,292,2450,False,False,0 days,0,0,0,5 days,773999
JLsDWPsx23c,17,Sports,2020-08-06,2020-08-12,568246,13918,3494,4488,False,False,0 days,0,0,0,6 days,586652
A3VYsISvUy4,17,Sports,2020-08-12,2020-08-13,759065,10644,449,2612,False,False,5 days,521769,2678,437,1 days,1297205
wq5vHxY8kdU,17,Sports,2020-08-12,2020-08-13,120870,4499,60,785,False,False,5 days,537350,10210,1169,1 days,674883
0La8uz7WJiU,17,Sports,2020-08-12,2020-08-13,591150,10470,248,1870,False,False,3 days,184579,1569,139,1 days,789777
LrIFp4sAIGo,17,Sports,2020-08-12,2020-08-13,223840,2603,46,370,False,False,4 days,262961,1316,172,1 days,491262
DiQ2AieIo0Q,17,Sports,2020-08-11,2020-08-13,376857,11515,321,1378,False,False,3 days,248095,5679,403,2 days,643927
HRPaFOs4vu4,17,Sports,2020-08-12,2020-08-13,632958,11801,379,2523,False,False,3 days,245943,2071,267,1 days,895563
fITRL6oXWao,17,Sports,2020-08-12,2020-08-13,443079,5460,178,1116,False,False,2 days,23177,176,14,1 days,473022
_J9Z74dQXrQ,17,Sports,2020-08-13,2020-08-14,625646,8072,169,1992,False,False,1 days,128784,651,222,1 days,765367
KHeVTRrg4h8,17,Sports,2020-08-14,2020-08-14,160089,6837,191,1226,False,False,4 days,278246,5950,791,0 days,453139
JeqNGzsOEaw,17,Sports,2020-08-13,2020-08-14,574604,11435,233,2167,False,False,3 days,230742,1796,212,1 days,820956
dYZlrfarCIs,17,Sports,2020-08-14,2020-08-15,1571210,22498,1095,8759,False,False,8 days,1001886,5614,1635,1 days,2611602
5A0hhsYVO1Q,17,Sports,2020-08-15,2020-08-15,1729017,56072,2341,6558,False,False,6 days,2222255,33023,3017,0 days,4049942
84lMEGPUmi4,17,Sports,2020-08-14,2020-08-15,1150891,27498,455,4261,False,False,3 days,660291,9227,744,1 days,1852912
vJGkkncp3wI,17,Sports,2020-08-14,2020-08-15,416870,5933,144,1176,False,False,2 days,32808,259,42,1 days,457088
oZOVFc0bLpA,17,Sports,2020-08-13,2020-08-15,1036227,7740,500,1326,False,False,1 days,85939,416,77,2 days,1131725
vwnyP6979xE,17,Sports,2020-08-15,2020-08-16,958774,11925,369,3929,False,False,3 days,332518,1736,414,1 days,1309296
7mH-ug3Dgo8,17,Sports,2020-08-16,2020-08-16,333472,1793,545,653,False,False,7 days,491181,1393,615,0 days,829107
4fSGeKU5Mvw,17,Sports,2020-08-16,2020-08-16,135313,652,121,707,False,False,6 days,121669,362,216,0 days,258919
xE2f745DICI,17,Sports,2020-08-16,2020-08-16,63932,956,80,287,False,False,6 days,104366,531,285,0 days,170357
4rjNpA94ly4,17,Sports,2020-08-16,2020-08-16,552048,8446,248,1488,False,False,3 days,137030,879,313,0 days,700204
b8pSdMHicYw,17,Sports,2020-08-16,2020-08-16,251918,953,900,767,False,False,5 days,148615,1213,202,0 days,403668
_yKoFS4mgHI,17,Sports,2020-08-15,2020-08-16,851435,60486,819,2407,False,False,4 days,788119,37410,717,1 days,1740574
o2L1mnfIjtA,17,Sports,2020-08-14,2020-08-16,1032254,17567,4477,8410,False,False,2 days,75067,415,96,2 days,1133809
A5tdgQAZuVY,17,Sports,2020-08-16,2020-08-17,773371,11535,874,2809,False,False,6 days,337788,3296,841,1 days,1129640
Xmd7yQvEqPg,17,Sports,2020-08-16,2020-08-17,150870,4005,235,820,False,False,6 days,154879,3250,563,1 days,314387
muEW5EwHl08,17,Sports,2020-08-16,2020-08-17,1535573,15938,469,846,False,False,5 days,1622952,10398,523,1 days,3186230
zIL7UInPycU,17,Sports,2020-08-16,2020-08-17,470005,6551,289,1583,False,False,2 days,44821,477,52,1 days,523489
zU6YfDu2EIs,17,Sports,2020-08-15,2020-08-17,884774,50177,488,3253,False,False,3 days,209348,5802,258,2 days,1153612
9TS1euc3DVw,17,Sports,2020-08-16,2020-08-17,465894,7418,395,1574,False,False,2 days,83046,608,131,1 days,558671
tjXM6u36O98,17,Sports,2020-08-16,2020-08-17,47709,393,47,618,False,False,1 days,1027,3,19,1 days,49769
MqePxS6iyvA,17,Sports,2020-08-17,2020-08-18,6504558,430674,4966,20009,False,False,7 days,10057542,212102,8684,1 days,17233569
sDBODXMrcj8,17,Sports,2020-08-18,2020-08-18,688778,6312,249,1394,False,False,0 days,0,0,0,0 days,696484
CXEDkqVCRvI,17,Sports,2020-08-16,2020-08-18,555530,3959,830,1674,False,False,5 days,55949,274,64,2 days,617450
aoki_izFGOg,17,Sports,2020-08-17,2020-08-18,428393,20779,153,2354,False,False,5 days,127896,3026,183,1 days,582631
AtOijk1pNvM,17,Sports,2020-08-17,2020-08-18,185918,1737,60,621,False,False,3 days,23143,90,19,1 days,211528
jmFd8oF_ipc,17,Sports,2020-08-17,2020-08-18,147538,3478,87,1001,False,False,3 days,107313,1811,436,1 days,261577
zUPUle3r390,17,Sports,2020-08-19,2020-08-19,475176,8332,221,2532,False,False,6 days,405770,2922,727,0 days,895459
gHPubcpGkrk,17,Sports,2020-08-19,2020-08-19,1784787,21977,1227,7918,False,False,4 days,1031591,5687,1571,0 days,2853531
nPiebsSuKCI,17,Sports,2020-08-18,2020-08-19,799675,8909,311,2013,False,False,5 days,274718,1186,317,1 days,1086818
qbUCnpJRCZg,17,Sports,2020-08-19,2020-08-19,875728,7348,277,1292,False,False,1 days,270514,1139,202,0 days,1156223
UrwRsuqhK88,17,Sports,2020-08-18,2020-08-19,944480,9040,356,2806,False,False,0 days,0,0,0,1 days,956326
bGhtSsYl_Jo,17,Sports,2020-08-18,2020-08-19,385595,21917,356,1503,False,False,5 days,361525,11703,562,1 days,782805
4y0hNMccOEM,17,Sports,2020-08-18,2020-08-19,620164,12074,274,2527,False,False,4 days,70716,784,126,1 days,706391
IFYqqgWNT-Q,17,Sports,2020-08-18,2020-08-19,504602,7533,261,1549,False,False,4 days,86717,536,73,1 days,601010
toY8nBdJOg8,17,Sports,2020-08-18,2020-08-19,2457925,62763,2112,2778,False,False,4 days,941441,12019,538,1 days,3477464
kQboNb4KcZk,17,Sports,2020-08-19,2020-08-20,817085,11672,618,3780,False,False,5 days,211606,1034,244,1 days,1045421
EK8jXqZVfXo,17,Sports,2020-08-19,2020-08-20,812840,14497,549,3149,False,False,4 days,92664,677,156,1 days,923983
0BOjLXVdWsA,17,Sports,2020-08-21,2020-08-21,1574729,18487,878,3467,False,False,3 days,767194,3482,485,0 days,2367844
eu9A-OxlSjs,17,Sports,2020-08-19,2020-08-21,208537,3033,89,916,False,False,4 days,172652,1813,576,2 days,387527
kOf-mr8GNIc,17,Sports,2020-08-19,2020-08-21,991819,10112,300,2364,False,False,3 days,95361,374,87,2 days,1100117
sEbe6GEJxEs,17,Sports,2020-08-21,2020-08-22,967044,22730,670,10316,False,False,5 days,586419,7765,2598,1 days,1596872
q2AyUQkTakU,17,Sports,2020-08-20,2020-08-22,228712,4744,133,744,False,False,4 days,674589,9470,974,2 days,919233
-b77ys1WLtU,17,Sports,2020-08-21,2020-08-22,127959,8412,342,1760,False,False,4 days,42653,1458,241,1 days,182483
fw4R3BLMc3U,17,Sports,2020-08-20,2020-08-22,740883,14262,318,2935,False,False,3 days,189163,1619,234,2 days,949096
ympxn9Meq9E,17,Sports,2020-08-20,2020-08-22,1915722,15949,732,3996,False,False,1 days,12149,42,3,2 days,1947861
NndghRxT6E8,17,Sports,2020-08-21,2020-08-23,171217,6499,769,1051,False,False,3 days,55672,820,74,2 days,235333
GVpEfA1-p9s,17,Sports,2020-08-21,2020-08-23,240771,5761,152,584,False,False,4 days,343859,7527,457,2 days,598959
utEEXr5eURs,17,Sports,2020-08-22,2020-08-23,2859451,64102,1892,3786,False,False,3 days,2438932,45379,629,1 days,5412279
aOijmBFnXYs,17,Sports,2020-08-23,2020-08-24,1644309,26095,2610,10940,False,False,6 days,1248328,8226,3533,1 days,2941431
C9I-W1eTCbk,17,Sports,2020-08-23,2020-08-24,11788350,81711,3796,5365,False,False,4 days,17634053,18779,838,1 days,29529096
B0BWxxwA__s,17,Sports,2020-08-23,2020-08-24,1465797,21414,1162,2627,False,False,3 days,320904,2066,272,1 days,1813080
mKPKlNZe7hU,17,Sports,2020-08-23,2020-08-24,433275,34803,308,2204,False,False,4 days,248340,10560,490,1 days,729672
u_CekGA9CA0,17,Sports,2020-08-23,2020-08-24,874608,14342,454,3088,False,False,4 days,510148,3477,729,1 days,1406392
zS33yflGE_k,17,Sports,2020-08-23,2020-08-24,1846466,26490,1152,2005,False,False,3 days,283164,1572,116,1 days,2159813
oNCkWW6i3Ww,17,Sports,2020-08-23,2020-08-24,1943583,26400,734,7014,False,False,2 days,446524,2882,379,1 days,2426782
-risbrFHbBU,17,Sports,2020-08-23,2020-08-24,202537,5604,148,1276,False,False,4 days,45688,461,119,1 days,255685
aP1DPbBGxRE,17,Sports,2020-08-21,2020-08-24,680377,9700,341,1839,False,False,1 days,4675,37,2,3 days,696630
g_W0-XVovr4,17,Sports,2020-08-22,2020-08-24,157197,2122,71,470,False,False,2 days,7673,36,18,2 days,167516
